dateid,CalendarDate,CalendarQuarter,YearMonth,SubsidiaryCode,SubsidiaryName,TPId,TPNamee,DeviceName,PFAMName,ProductPartNbr, SellThruQTY , SellinQTY 
2/3/2018,2/3/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 1 , -   
11/17/2019,11/17/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 3 , -   
6/17/2017,6/17/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 4 , -   
3/2/2018,3/2/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 4 , -   
9/13/2017,9/13/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 1 , -   
4/19/2020,4/19/2020,2020-Q2,202004,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 3 , -   
8/28/2019,8/28/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 8 , 8 
8/12/2018,8/12/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
5/9/2017,5/9/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 0 , -   
3/20/2020,3/20/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0-00002, 4 , -   
2/20/2017,2/20/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 1 , -   
9/13/2018,9/13/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 0 , -   
10/19/2017,10/19/2017,2017-Q4,201710,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 2 , -   
5/1/2019,5/1/2019,2019-Q2,201905,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 1 , 46 
1/4/2017,1/4/2017,2017-Q1,201701,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 3 , -   
10/7/2019,10/7/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-4,Device-1 i5/16/256,QKKXXXX, 0 , -   
11/21/2017,11/21/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 0 , -   
5/3/2018,5/3/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
11/11/2016,11/11/2016,2016-Q4,201611,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, -   , 1 
1/14/2016,1/14/2016,2016-Q1,201601,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, -   , 4 
11/3/2017,11/3/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, -   , 12 
4/16/2017,4/16/2017,2017-Q2,201704,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 2 , -   
8/2/2017,8/2/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
10/2/2018,10/2/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 1 , -   
4/29/2018,4/29/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 0 , -   
1/3/2018,1/3/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
4/2/2017,4/2/2017,2017-Q2,201704,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 0 , -   
3/2/2017,3/2/2017,2017-Q1,201703,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 3 , -   
5/2/2019,5/2/2019,2019-Q2,201905,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
5/5/2019,5/5/2019,2019-Q2,201905,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256 Demo,JE-0XXXX, 0 , -   
10/27/2019,10/27/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 0 , -   
11/26/2019,11/26/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-4,Device-1 i5/16/256,QKKXXXX, 0 , -   
5/10/2018,5/10/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
2/24/2019,2/24/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
11/17/2018,11/17/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
5/5/2017,5/5/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 2 , -   
10/2/2018,10/2/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 0 , -   
3/31/2017,3/31/2017,2017-Q1,201703,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 68 , -   
9/9/2016,9/9/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 128GB M 4GB,SU3XXXX, 7 , -   
1/27/2017,1/27/2017,2017-Q1,201701,10,United States,47922,Retailer-3,Device-1,Device-1 128GB M 4GB,SU3XXXX, 2 , -   
8/16/2016,8/16/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB Commer Bundle,6DLXXXX, 2 , -   
3/30/2018,3/30/2018,2018-Q1,201803,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 24 , -   
1/8/2019,1/8/2019,2019-Q1,201901,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 0 , -   
6/13/2018,6/13/2018,2018-Q2,201806,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 1 , -   
10/1/2019,10/1/2019,2019-Q4,201910,10,United States,47922,Retailer-3,Device-3,Device-1 i5-8350/8/256 Comm,PGVXXXX, 1 , -   
10/29/2018,10/29/2018,2018-Q4,201810,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 1 , -   
12/10/2018,12/10/2018,2018-Q4,201812,10,United States,47922,Retailer-3,Device-3,Device-1 i5/8/256 Comm,-0MXXXXX, 3 , -   
11/19/2019,11/19/2019,2019-Q4,201911,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 128GB i5 4GB Comm M1807,GWLXXXX, 1 , -   
6/30/2017,6/30/2017,2017-Q2,201706,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB Commer,9PYXXXX, 2 , -   
7/10/2017,7/10/2017,2017-Q3,201707,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB Commer,SU9XXXX, 0 , -   
3/1/2018,3/1/2018,2018-Q1,201803,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 256GB i5 8GB Comm M1807,GWPXXXX, 1 , -   
11/2/2016,11/2/2016,2016-Q4,201611,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer,TN3XXXX, 0 , -   
7/10/2017,7/10/2017,2017-Q3,201707,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer,TN3XXXX, 0 , -   
11/20/2017,11/20/2017,2017-Q4,201711,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 1 , -   
8/10/2017,8/10/2017,2017-Q3,201708,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB Comm M1796,FKJXXXX, 0 , -   
4/16/2018,4/16/2018,2018-Q2,201804,10,United States,47922,Retailer-3,Device-2,Device-1 1TB i7 16GB Comm M1796,FKLXXXX, 1 , -   
7/18/2017,7/18/2017,2017-Q3,201707,10,United States,47922,Retailer-3,Device-2,Device-1 1TB i7 16GB Comm M1796,FKLXXXX, 30 , -   
4/27/2017,4/27/2017,2017-Q2,201704,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer EDU Bundle,U3MXXXX, 4 , -   
1/19/2016,1/19/2016,2016-Q1,201601,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 5 
8/16/2018,8/16/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 87 , 12 
4/6/2017,4/6/2017,2017-Q2,201704,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 5 , 18 
5/5/2019,5/5/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 31 , 109 
7/19/2018,7/19/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 6 , -   
4/2/2018,4/2/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 153 , -   
5/13/2018,5/13/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 61 , -   
12/16/2016,12/16/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 1 , 0 
2/22/2017,2/22/2017,2017-Q1,201702,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 92 , -   
3/2/2017,3/2/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 40 , -   
3/5/2017,3/5/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 300 , -   
10/26/2017,10/26/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 48 , -   
6/6/2019,6/6/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 15 , -   
3/22/2017,3/22/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 32 , 30 
2/18/2017,2/18/2017,2017-Q1,201702,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 126 , -   
12/14/2017,12/14/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 87 , 77 
12/11/2019,12/11/2019,2019-Q4,201912,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 3 , -   
12/19/2016,12/19/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 467 , -   
7/19/2018,7/19/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 28 , 48 
6/3/2019,6/3/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 102 , 364 
2/7/2018,2/7/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 6 , -   
11/17/2016,11/17/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 163 , 950 
3/24/2019,3/24/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 203 , -   
3/12/2018,3/12/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 36 , -   
4/3/2018,4/3/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 2 , 22 
10/27/2018,10/27/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 5 , -   
9/7/2017,9/7/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 44 , -   
7/15/2018,7/15/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 8 , -   
8/31/2019,8/31/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , -   
2/29/2020,2/29/2020,2020-Q1,202002,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 65 , -   
12/28/2016,12/28/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 28 , 1 
11/4/2016,11/4/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 86 , 55 
4/12/2017,4/12/2017,2017-Q2,201704,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 3 , -   
6/1/2017,6/1/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 28 , -   
10/16/2017,10/16/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 21 , -   
3/10/2020,3/10/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 23 , -   
1/12/2017,1/12/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 3 , -   
3/30/2017,3/30/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 13 , -   
10/20/2019,10/20/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 4 , -   
8/29/2019,8/29/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 8 , 3 
6/25/2019,6/25/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , 2 
5/14/2018,5/14/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 59 , -   
9/7/2016,9/7/2016,2016-Q3,201609,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 20 , -   
9/20/2016,9/20/2016,2016-Q3,201609,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 3 , -   
2/19/2017,2/19/2017,2017-Q1,201702,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 51 , -   
11/12/2017,11/12/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 8 , -   
3/1/2018,3/1/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 7 , -   
10/30/2018,10/30/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 2 , -   
8/26/2019,8/26/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 6 , -   
3/28/2017,3/28/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 3 , -   
11/22/2019,11/22/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 13 , -   
9/29/2019,9/29/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 10 , -   
3/4/2019,3/4/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 3 , -   
1/4/2018,1/4/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 5 , -   
8/11/2019,8/11/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
8/27/2019,8/27/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 7 , -   
9/16/2018,9/16/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
3/31/2019,3/31/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
12/16/2018,12/16/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, (4), 9 
10/30/2017,10/30/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
10/15/2018,10/15/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
2/10/2018,2/10/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, (0), -   
9/26/2018,9/26/2018,2018-Q3,201809,75,Canada,5924114,Retailer-2,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 22 , -   
6/14/2017,6/14/2017,2017-Q2,201706,75,Canada,5924114,Retailer-2,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 0 , -   
10/14/2018,10/14/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, (0), -   
3/10/2018,3/10/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
10/4/2017,10/4/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 4 , -   
4/30/2018,4/30/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 3 , -   
3/29/2018,3/29/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
3/27/2019,3/27/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 3 , -   
12/4/2017,12/4/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , -   
1/30/2020,1/30/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 6 , -   
4/10/2020,4/10/2020,2020-Q2,202004,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 0 , -   
8/12/2017,8/12/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
3/8/2019,3/8/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
12/5/2015,12/5/2015,2015-Q4,201512,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, -   , 54 
6/30/2016,6/30/2016,2016-Q2,201606,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 41 
2/2/2016,2/2/2016,2016-Q1,201602,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, -   ," 1,908 "
2/18/2017,2/18/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 1 , -   
9/18/2016,9/18/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 19 , -   
2/3/2018,2/3/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 22 , -   
11/1/2019,11/1/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 3 , -   
5/21/2017,5/21/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 14 , -   
10/9/2016,10/9/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 36 , -   
9/26/2018,9/26/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 7 , -   
10/16/2016,10/16/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 6 , -   
12/21/2017,12/21/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 6 , -   
6/22/2017,6/22/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
4/1/2018,4/1/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 3 , -   
9/20/2018,9/20/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
10/5/2019,10/5/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 4 , -   
11/13/2017,11/13/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 6 , -   
1/21/2019,1/21/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
9/26/2017,9/26/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 3 , -   
7/15/2017,7/15/2017,2017-Q3,201707,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 0 , -   
1/17/2019,1/17/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NL-00002, 0 , -   
3/19/2018,3/19/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 1 , -   
8/1/2018,8/1/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
3/14/2018,3/14/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 2 , 2 
7/19/2016,7/19/2016,2016-Q3,201607,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
8/3/2018,8/3/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 5 , -   
9/26/2017,9/26/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
12/16/2017,12/16/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 5 , -   
1/16/2020,1/16/2020,2020-Q1,202001,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
9/24/2017,9/24/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 3 , -   
3/3/2018,3/3/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GG-00018, 2 , -   
12/10/2017,12/10/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 0 , -   
6/28/2018,6/28/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NL-00002, -   , 0 
4/1/2018,4/1/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 1 , -   
1/18/2020,1/18/2020,2020-Q1,202001,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 2 , -   
1/7/2019,1/7/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 0 , -   
1/17/2019,1/17/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 3 , -   
8/15/2018,8/15/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 7 , -   
12/30/2016,12/30/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 1 , -   
1/3/2017,1/3/2017,2017-Q1,201701,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 1 , -   
12/9/2017,12/9/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB DevNoPen CoverBndl,GLKXXXX, 1 , -   
1/7/2019,1/7/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
10/3/2018,10/3/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 0 , -   
3/27/2019,3/27/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 0 , -   
5/10/2018,5/10/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
